age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,predclass
52.0,Private,Assoc-acdm,12.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,>50K
64.0,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
56.0,Private,Bachelors,13.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,5178,0,44.0,United-States,>50K
22.0,State-gov,Some-college,10.0,Never-married,Other-service,Own-child,White,Male,0,0,10.0,United-States,<=50K
40.0,State-gov,Masters,14.0,Divorced,Exec-managerial,Unmarried,White,Female,1506,0,40.0,United-States,<=50K
39.0,Private,Some-college,10.0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,56.0,United-States,<=50K
29.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
74.0,Self-emp-not-inc,Doctorate,16.0,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,25.0,United-States,>50K
23.0,Self-emp-not-inc,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
45.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
20.0,Private,Some-college,10.0,Divorced,Other-service,Own-child,White,Female,0,0,29.0,United-States,<=50K
57.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
27.0,Self-emp-inc,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,45.0,United-States,<=50K
20.0,Private,HS-grad,9.0,Never-married,Other-service,Own-child,White,Female,0,0,30.0,United-States,<=50K
30.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,55.0,United-States,>50K
44.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
56.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
33.0,Private,Some-college,10.0,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40.0,United-States,<=50K
38.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,>50K
34.0,Private,Bachelors,13.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,39.0,United-States,<=50K
45.0,Private,Masters,14.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,18.0,United-States,>50K
34.0,Private,11th,7.0,Divorced,Other-service,Not-in-family,White,Female,0,0,70.0,United-States,<=50K
48.0,Local-gov,Masters,14.0,Never-married,Prof-specialty,Unmarried,White,Female,0,1380,40.0,United-States,<=50K
19.0,Local-gov,Some-college,10.0,Never-married,Adm-clerical,Own-child,White,Male,0,0,40.0,United-States,<=50K
35.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45.0,United-States,<=50K
33.0,State-gov,Some-college,10.0,Never-married,Tech-support,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
40.0,Private,Assoc-acdm,12.0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
69.0,Self-emp-inc,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,6514,0,40.0,United-States,>50K
32.0,Private,HS-grad,9.0,Divorced,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40.0,United-States,<=50K
59.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,45.0,United-States,>50K
24.0,Private,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,Asian-Pac-Islander,Male,0,0,30.0,United-States,<=50K
42.0,Private,Some-college,10.0,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
36.0,Self-emp-not-inc,Bachelors,13.0,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50.0,Mexico,<=50K
43.0,Private,Bachelors,13.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48.0,United-States,>50K
36.0,Private,HS-grad,9.0,Divorced,Prof-specialty,Own-child,White,Female,0,0,40.0,United-States,>50K
75.0,Self-emp-not-inc,Bachelors,13.0,Widowed,Prof-specialty,Unmarried,White,Male,0,0,48.0,United-States,>50K
25.0,Private,Assoc-acdm,12.0,Divorced,Tech-support,Own-child,White,Female,0,1594,25.0,United-States,<=50K
50.0,Local-gov,Some-college,10.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48.0,United-States,<=50K
40.0,Local-gov,9th,5.0,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40.0,Yugoslavia,>50K
29.0,Local-gov,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,70.0,United-States,<=50K
23.0,Private,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,20.0,United-States,<=50K
31.0,Private,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40.0,Mexico,>50K
25.0,Private,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
43.0,Self-emp-inc,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,United-States,>50K
18.0,Private,11th,7.0,Never-married,Exec-managerial,Own-child,White,Female,0,0,20.0,United-States,<=50K
35.0,Private,Some-college,10.0,Divorced,Machine-op-inspct,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40.0,United-States,<=50K
35.0,Private,11th,7.0,Separated,Other-service,Unmarried,White,Male,0,0,20.0,United-States,<=50K
28.0,Private,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,45.0,France,>50K
49.0,Private,Some-college,10.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,>50K
36.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45.0,United-States,<=50K
31.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60.0,United-States,<=50K
41.0,Private,Some-college,10.0,Never-married,Transport-moving,Not-in-family,Black,Male,0,0,43.0,United-States,<=50K
37.0,Private,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40.0,United-States,>50K
42.0,State-gov,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,38.0,United-States,<=50K
27.0,State-gov,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,70.0,United-States,<=50K
19.0,Private,HS-grad,9.0,Never-married,Other-service,Own-child,White,Male,0,0,20.0,United-States,<=50K
57.0,Private,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,48.0,England,<=50K
24.0,Private,Assoc-voc,11.0,Never-married,Tech-support,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
41.0,Local-gov,Preschool,1.0,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,30.0,United-States,<=50K
30.0,Private,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,>50K
32.0,Self-emp-inc,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,>50K
23.0,Private,Some-college,10.0,Never-married,Handlers-cleaners,Own-child,Black,Female,0,0,40.0,United-States,<=50K
35.0,Private,Bachelors,13.0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
41.0,Private,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0,1408,40.0,United-States,<=50K
23.0,Private,10th,6.0,Never-married,Other-service,Unmarried,White,Male,0,0,60.0,Mexico,<=50K
29.0,Private,Some-college,10.0,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40.0,United-States,<=50K
22.0,Private,Some-college,10.0,Never-married,Sales,Own-child,Black,Male,0,0,25.0,United-States,<=50K
28.0,State-gov,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20.0,United-States,<=50K
22.0,Private,Some-college,10.0,Never-married,Sales,Own-child,White,Female,0,0,20.0,Mexico,<=50K
30.0,Self-emp-not-inc,Assoc-voc,11.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,49.0,United-States,<=50K
50.0,Private,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40.0,United-States,<=50K
32.0,Self-emp-inc,HS-grad,9.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
34.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
47.0,Private,HS-grad,9.0,Divorced,Other-service,Unmarried,White,Female,0,0,32.0,United-States,<=50K
19.0,Private,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,0,0,40.0,United-States,<=50K
34.0,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50.0,United-States,>50K
39.0,Private,HS-grad,9.0,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40.0,United-States,<=50K
20.0,Private,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
40.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40.0,China,>50K
22.0,Private,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
36.0,Private,Some-college,10.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
34.0,Private,Masters,14.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,<=50K
41.0,Private,Bachelors,13.0,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40.0,United-States,>50K
48.0,Private,Some-college,10.0,Separated,Adm-clerical,Unmarried,White,Female,0,0,44.0,United-States,<=50K
33.0,Private,Masters,14.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
23.0,Private,Some-college,10.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,8.0,United-States,<=50K
59.0,Federal-gov,Assoc-acdm,12.0,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40.0,United-States,<=50K
79.0,Local-gov,Doctorate,16.0,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40.0,United-States,<=50K
58.0,Self-emp-inc,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65.0,United-States,>50K
32.0,Private,HS-grad,9.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48.0,United-States,<=50K
33.0,Private,Assoc-voc,11.0,Never-married,Other-service,Not-in-family,White,Male,0,0,40.0,Cuba,<=50K
43.0,Private,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50.0,United-States,>50K
53.0,Private,HS-grad,9.0,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
53.0,State-gov,Masters,14.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60.0,United-States,>50K
33.0,Private,Bachelors,13.0,Separated,Exec-managerial,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
59.0,Local-gov,Assoc-acdm,12.0,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50.0,United-States,<=50K
38.0,Private,Some-college,10.0,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40.0,Iran,<=50K
27.0,Private,1st-4th,2.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40.0,Mexico,<=50K
26.0,State-gov,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0,0,20.0,United-States,<=50K
32.0,Private,Some-college,10.0,Divorced,Craft-repair,Unmarried,White,Male,0,0,40.0,United-States,<=50K
67.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40.0,United-States,<=50K
45.0,Private,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40.0,United-States,>50K
35.0,Private,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55.0,United-States,>50K
44.0,Private,HS-grad,9.0,Separated,Other-service,Unmarried,White,Female,0,0,39.0,United-States,<=50K
66.0,Private,Preschool,1.0,Widowed,Priv-house-serv,Other-relative,White,Female,0,0,40.0,Guatemala,<=50K
22.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,14344,0,40.0,United-States,>50K
49.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55.0,United-States,>50K
29.0,Private,Assoc-voc,11.0,Divorced,Tech-support,Not-in-family,Black,Male,14344,0,40.0,United-States,>50K
63.0,State-gov,Doctorate,16.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50.0,United-States,>50K
50.0,Private,HS-grad,9.0,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,55.0,United-States,<=50K
45.0,Private,Masters,14.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,36.0,England,>50K
22.0,Private,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,0,0,10.0,United-States,<=50K
36.0,Private,Some-college,10.0,Widowed,Sales,Not-in-family,White,Female,0,0,20.0,United-States,<=50K
46.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,4386,0,40.0,United-States,>50K
43.0,Private,Some-college,10.0,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
37.0,Private,5th-6th,3.0,Separated,Other-service,Unmarried,White,Female,0,0,40.0,United-States,<=50K
26.0,Private,Some-college,10.0,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,35.0,United-States,<=50K
72.0,Private,9th,5.0,Widowed,Other-service,Unmarried,Black,Female,0,0,20.0,United-States,<=50K
40.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,>50K
51.0,Private,HS-grad,9.0,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40.0,United-States,<=50K
35.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,<=50K
55.0,Self-emp-not-inc,Some-college,10.0,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,72.0,United-States,<=50K
43.0,Self-emp-inc,Some-college,10.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40.0,United-States,<=50K
29.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,<=50K
25.0,Private,HS-grad,9.0,Never-married,Craft-repair,Own-child,White,Male,0,0,40.0,United-States,<=50K
34.0,Private,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,55.0,United-States,>50K
30.0,Private,Some-college,10.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,50.0,United-States,<=50K
37.0,Private,Some-college,10.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50.0,United-States,>50K
36.0,Private,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
22.0,Private,Some-college,10.0,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40.0,United-States,<=50K
20.0,Private,9th,5.0,Never-married,Sales,Own-child,White,Female,0,0,40.0,United-States,<=50K
54.0,Private,Some-college,10.0,Never-married,Other-service,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
20.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30.0,United-States,<=50K
22.0,Private,Bachelors,13.0,Never-married,Adm-clerical,Own-child,White,Female,1055,0,30.0,United-States,<=50K
42.0,Private,Assoc-acdm,12.0,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40.0,United-States,<=50K
18.0,Private,9th,5.0,Never-married,Other-service,Own-child,Black,Male,0,0,15.0,United-States,<=50K
54.0,Private,HS-grad,9.0,Separated,Adm-clerical,Unmarried,White,Female,0,0,38.0,Puerto-Rico,<=50K
38.0,Private,Bachelors,13.0,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50.0,United-States,<=50K
29.0,Self-emp-not-inc,Masters,14.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30.0,United-States,<=50K
58.0,Private,Some-college,10.0,Divorced,Adm-clerical,Unmarried,White,Female,0,0,46.0,United-States,<=50K
37.0,Private,HS-grad,9.0,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50.0,United-States,<=50K
21.0,Private,Some-college,10.0,Never-married,Craft-repair,Not-in-family,White,Male,0,0,55.0,United-States,<=50K
53.0,Private,HS-grad,9.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35.0,United-States,>50K
64.0,Private,HS-grad,9.0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,18.0,United-States,<=50K
37.0,Private,Bachelors,13.0,Never-married,Sales,Not-in-family,Black,Female,0,0,40.0,United-States,<=50K
20.0,Private,Assoc-acdm,12.0,Never-married,Other-service,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
37.0,Self-emp-not-inc,HS-grad,9.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,42.0,United-States,<=50K
30.0,Local-gov,Assoc-voc,11.0,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
48.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,50.0,United-States,<=50K
19.0,Private,10th,6.0,Never-married,Other-service,Not-in-family,White,Female,0,0,40.0,United-States,<=50K
24.0,Private,Bachelors,13.0,Never-married,Tech-support,Own-child,White,Male,0,0,40.0,United-States,<=50K
32.0,Private,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45.0,United-States,<=50K
36.0,Private,Prof-school,15.0,Never-married,Exec-managerial,Not-in-family,White,Male,27828,0,50.0,United-States,>50K
31.0,Local-gov,Bachelors,13.0,Married-civ-spouse,Other-service,Husband,White,Male,0,0,38.0,United-States,>50K
32.0,Private,HS-grad,9.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40.0,Columbia,<=50K
68.0,Private,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Female,0,0,30.0,United-States,<=50K
35.0,Private,HS-grad,9.0,Never-married,Sales,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
37.0,Private,12th,8.0,Never-married,Other-service,Own-child,White,Female,0,0,40.0,United-States,<=50K
45.0,Private,HS-grad,9.0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45.0,United-States,>50K
52.0,Private,Assoc-voc,11.0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40.0,United-States,>50K
38.0,Self-emp-inc,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,55.0,United-States,>50K
42.0,Private,Masters,14.0,Divorced,Prof-specialty,Not-in-family,White,Male,4650,0,40.0,United-States,<=50K
32.0,Self-emp-inc,Some-college,10.0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70.0,Cuba,<=50K
34.0,Self-emp-not-inc,Bachelors,13.0,Never-married,Sales,Not-in-family,White,Male,0,0,62.0,United-States,<=50K
62.0,Private,Some-college,10.0,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,60.0,United-States,>50K
41.0,Private,Some-college,10.0,Separated,Adm-clerical,Not-in-family,White,Female,0,0,38.0,United-States,<=50K
49.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,15.0,Mexico,<=50K
57.0,Local-gov,HS-grad,9.0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,25.0,United-States,>50K
24.0,Private,Bachelors,13.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,<=50K
37.0,Self-emp-not-inc,HS-grad,9.0,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,10.0,United-States,<=50K
58.0,Private,9th,5.0,Divorced,Other-service,Unmarried,White,Female,0,0,40.0,United-States,<=50K
18.0,Private,HS-grad,9.0,Never-married,Sales,Own-child,White,Female,0,0,15.0,United-States,<=50K
41.0,State-gov,Some-college,10.0,Married-civ-spouse,Adm-clerical,Wife,White,Female,3103,0,40.0,United-States,>50K
48.0,Self-emp-not-inc,Bachelors,13.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40.0,United-States,<=50K
26.0,State-gov,Assoc-acdm,12.0,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40.0,United-States,<=50K
25.0,Private,HS-grad,9.0,Married-civ-spouse,Sales,Husband,White,Male,0,0,40.0,United-States,<=50K
25.0,State-gov,Bachelors,13.0,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
48.0,Private,Bachelors,13.0,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,65.0,United-States,>50K
24.0,Private,11th,7.0,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40.0,United-States,<=50K
40.0,Self-emp-not-inc,Prof-school,15.0,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45.0,United-States,>50K
32.0,Private,Prof-school,15.0,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60.0,United-States,<=50K
26.0,Private,Bachelors,13.0,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50.0,United-States,<=50K
20.0,Private,10th,6.0,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,50.0,United-States,<=50K
